name,phase,other_names,country,capacity_mw,status,start_year,operator,owner,lat,lon,location_accuracy,state,gem_location_id,gem_phase_id,source
El Condado solar project XXIII,--,,Spain,1.7,operating,2017.0,,,37.3172,-6.6246,exact,Andalucía,L100001053641,G100001061435,GEM Global Solar Power Tracker Feb-2026
El Condado solar project XXIV,--,,Spain,1.2,operating,2024.0,,,37.3754,-6.5997,exact,Andalucía,L100001053731,G100001061525,GEM Global Solar Power Tracker Feb-2026
El Conde solar farm,--,,Spain,24.3,pre-construction,,Planta Fotovoltaica Hierro,Nogal Medina SL [100%],42.0736,-4.5094,approximate,Castilla y León,L100001004586,G100001005383,GEM Global Solar Power Tracker Feb-2026
El Corchito solar farm,--,,Spain,25.0,operating,2025.0,,,38.3328,-6.7023,exact,Extremadura,L100001063279,G100001072679,GEM Global Solar Power Tracker Feb-2026
El Coronil solar farm,1,,Spain,10.0,operating,2014.0,,,37.0936,-5.6308,exact,Andalucía,L100000824504,G100000827660,GEM Global Solar Power Tracker Feb-2026
El Coronil solar farm,2,,Spain,10.0,operating,2014.0,,,37.0936,-5.6308,exact,Andalucía,L100000824504,G100000827661,GEM Global Solar Power Tracker Feb-2026
El Cortijo solar farm,--,,Spain,44.2,pre-construction,,,,37.2309,-2.9122,exact,Andalucía,L100001061885,G100001070982,GEM Global Solar Power Tracker Feb-2026
El Cuco solar farm,--,,Spain,40.0,construction,,El Cuco Energy,Aquila Clean Energy [100%],38.7107,-1.3446,approximate,Castilla-La Mancha,L100001004302,G100001005030,GEM Global Solar Power Tracker Feb-2026
El Cuervo Chico solar farm,--,,Spain,20.0,operating,,,,36.8361,-6.0696,approximate,Andalucía,L100001007680,G100001008907,GEM Global Solar Power Tracker Feb-2026
El Doblón solar farm,1,,Spain,50.0,operating,,Enel Green Power,Endesa SA [100%],38.7574,-6.3997,approximate,Extremadura,L100000805787,G100000806661,GEM Global Solar Power Tracker Feb-2026
El Encinar I solar farm,--,,Spain,41.7,operating,2025.0,Naturgy Renovables,Naturgy Energy Group SA [100%],38.7653,-6.581,approximate,Extremadura,L100000824505,G100000827662,GEM Global Solar Power Tracker Feb-2026
El Esparragal II solar farm,--,,Spain,43.2,pre-construction,,,,37.5382,-6.0617,approximate,Andalucía,L100001061997,G100001071118,GEM Global Solar Power Tracker Feb-2026
El Espino solar farm (Spain),--,,Spain,41.9,pre-construction,,Planta Solar OPDE 30,Opdenergy SA [100%],41.5465,-5.0551,approximate,Castilla y León,L100000824506,G100000827663,GEM Global Solar Power Tracker Feb-2026
El Faro solar farm,--,,Spain,20.2,pre-construction,,,,43.4871,-8.2336,approximate,Galicia,L100001063437,G100001072901,GEM Global Solar Power Tracker Feb-2026
El Hierro Hybrid solar farm,--,,Spain,43.2,pre-construction,,,,41.6774,-5.899,approximate,Castilla y León,L100001061862,G100001070949,GEM Global Solar Power Tracker Feb-2026
El Horizonte solar farm,--,,Spain,52.0,pre-construction,,,,38.4436,-0.6414,approximate,Comunidad Valenciana,L100001061693,G100001070732,GEM Global Solar Power Tracker Feb-2026
El Juncar solar farm,--,,Spain,50.0,pre-construction,,,Energía Inagotable de Meissa SL [100%],42.1805,0.8953,approximate,Cataluña,L100001000919,G100001001285,GEM Global Solar Power Tracker Feb-2026
El Lago solar farm,--,,Spain,60.0,pre-construction,,,Brezo Desarrollos España SL [100%],40.1023,-3.9398,approximate,Castilla-La Mancha,L100001004178,G100001004864,GEM Global Solar Power Tracker Feb-2026
El Llanillo solar farm,--,,Spain,150.0,pre-construction,,Aratel,,37.6087,-4.6016,approximate,Andalucía,L100000824507,G100000827664,GEM Global Solar Power Tracker Feb-2026
El Lobo solar farm,--,,Spain,36.1,pre-construction,,,,38.4361,-0.7966,approximate,Comunidad Valenciana,L100001062420,G100001071692,GEM Global Solar Power Tracker Feb-2026
El Mojito H2 solar farm,--,,Spain,94.0,pre-construction,,,,36.5802,-6.1126,approximate,Andalucía,L100001061920,G100001071019,GEM Global Solar Power Tracker Feb-2026
El Molino solar farm,--,,Spain,49.6,pre-construction,,,,37.2351,-2.9355,approximate,Andalucía,L100001061886,G100001070983,GEM Global Solar Power Tracker Feb-2026
